,assist_percentage,assists,block_percentage,blocks,box_plus_minus,conference,defensive_box_plus_minus,defensive_rebound_percentage,defensive_rebounds,defensive_win_shares,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,games_played,games_started,minutes_played,offensive_box_plus_minus,offensive_rebound_percentage,offensive_rebounds,offensive_win_shares,personal_fouls,player_efficiency_rating,points,points_produced,steal_percentage,steals,team_abbreviation,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage,win_shares,win_shares_per_40_minutes,height
cj-white-1,15.9,108,0.4,4,-4.5,,-1.2,11.7,122,1.1,0.438,252,0.337,85,0.183,46,0.674,31,74,6,1210,-3.4,3,30,0.2,74,7.8,252,282,1.5,30,arkansas-little-rock,0.659,166,0.307,51,7.4,152,0.46,22.4,79,86,0.395,34,14.9,1.3,0.044,77
admir-besovic-1,7.1,12,1.4,4,-7.3,,-2.3,10.3,29,0.4,0.494,81,0.494,40,0.259,21,0.714,15,50,1,329,-5.1,8,22,0.1,41,9,95,94,0.9,5,arkansas-little-rock,0.012,1,0,0,9.2,51,0.522,22.9,27,80,0.5,40,17.8,0.5,0.061,84
alsean-evans-1,10.9,5,1.4,1,-7.4,,-0.3,12,10,0.2,0.4,30,0.4,12,0.033,1,1,1,6,3,92,-7.1,3.8,3,-0.2,7,6.1,25,25,3.6,6,arkansas-little-rock,0.2,6,0,0,8,13,0.41,26.5,11,24,0.5,12,21.6,0,0.002,78
terrell-curtisii-1,5.9,1,0,0,-16.5,,0,3.9,1,0,,11,0.091,1,0.636,7,0.429,3,17,0,29,-16.5,4.3,1,-0.1,3,-5.7,6,6,3.8,2,arkansas-little-rock,0.818,9,0.111,1,4.1,2,,12.3,2,2,0,0,27.5,-0.1,-0.137,70
myron-gardner-1,10.8,5,5.4,4,-1.7,,0.3,19.5,15,0.1,0.364,22,0.364,8,0.5,11,0.818,9,8,0,83,-1.9,10.7,8,0,10,12.1,25,28,0,0,georgetown,0.136,3,0,0,15.1,23,0.459,20.5,7,19,0.421,8,19.8,0.1,0.06,78
shawn-williams-4,12,139,0.1,3,-1.3,,-2.4,6.3,133,1.2,0.499,847,0.379,321,0.203,172,0.878,151,99,50,2520,1.1,1.4,29,3.7,131,12.3,996,901,0.9,39,arkansas-pine-bluff,0.677,573,0.354,203,3.8,162,0.536,11.5,121,274,0.431,118,21.1,4.9,0.077,73
kylen-milton-1,7.6,10,1.4,4,-6.2,,-3.7,12.2,30,0,0.459,111,0.369,41,0.306,34,0.676,23,17,7,308,-2.4,1.1,3,-0.1,22,9.8,125,113,1.3,7,arkansas-pine-bluff,0.523,58,0.345,20,6.2,33,0.492,16.4,25,53,0.396,21,25,0,-0.006,76
trey-sampson-1,8.9,6,4.1,7,-0.3,,-0.4,20.4,29,0.1,0.462,78,0.423,33,0.256,20,0.95,19,7,7,184,0.1,3.9,7,0.2,18,18.8,91,85,2.4,8,arkansas-pine-bluff,0.321,25,0.24,6,11.3,36,0.52,12.9,13,53,0.509,27,27.6,0.3,0.06,81
brandon-brown-5,13.4,13,1,2,-1.4,,-1,27,46,0.1,0.447,57,0.421,24,0.351,20,0.8,16,8,4,221,-0.5,11.7,25,0.3,19,18,67,79,3.3,13,arkansas-pine-bluff,0.228,13,0.231,3,18.5,71,0.504,17.4,14,44,0.477,21,18.4,0.4,0.076,77
brahm-harris-1,5.4,5,0.6,1,-11.9,,-3.7,14.5,21,-0.1,0.337,43,0.256,11,0.163,7,0.714,5,8,5,188,-8.2,1.1,2,-0.3,15,1.7,34,33,0.3,1,arkansas-pine-bluff,0.767,33,0.212,7,7,23,0.367,16.3,9,10,0.4,4,14.9,-0.3,-0.072,78
kshun-stokes-1,6.8,13,0.2,1,-5.6,,-2.4,11.3,41,0.2,0.44,91,0.385,35,0.363,33,0.636,21,48,0,453,-3.2,6.6,25,-0.1,31,8.3,101,103,1.9,15,arkansas-pine-bluff,0.385,35,0.286,10,8.9,66,0.473,20.8,28,56,0.446,25,15.3,0.1,0.012,74
travonta-doolittle-1,3.2,3,0,0,-7.3,,-3.8,5,8,0,0.389,36,0.306,11,0.556,20,0.65,13,28,2,194,-3.6,1.7,3,-0.1,5,5,41,38,1.8,6,arkansas-pine-bluff,0.556,20,0.3,6,3.3,11,0.451,19.5,11,16,0.313,5,14.7,-0.2,-0.031,76
dequan-morris-1,10,52,1.4,16,-2.8,,-1.1,13.6,151,1.3,0.527,329,0.517,170,0.444,146,0.644,94,53,41,1371,-1.7,6.7,77,1.6,125,15.6,441,423,2.8,65,arkansas-pine-bluff,0.088,29,0.241,7,10.1,228,0.554,16.7,80,300,0.543,163,18.1,3,0.086,76
jaylan-thomas-1,0,0,0,0,-15.9,,-3.6,6,2,0,0.4,15,0.333,5,0.067,1,0,0,4,2,43,-12.3,0,0,-0.1,9,0,12,10,1.3,1,arkansas-pine-bluff,0.667,10,0.2,2,2.7,2,0.388,11.4,2,5,0.6,3,20.5,-0.1,-0.091,80
gabriel-vargas-1,18.2,6,1.7,1,-13.3,,-4.5,4,2,0,0.179,14,0.143,2,0,0,,0,6,0,64,-8.8,0,0,-0.3,1,-5.9,5,8,1.7,2,arkansas-pine-bluff,0.571,8,0.125,1,1.8,2,0.179,39.1,9,6,0.167,1,18.2,-0.3,-0.216,72
omar-parchman-1,4.7,2,1.2,1,-11.6,,-4.2,17,12,0,0.214,14,0.214,3,0.5,7,0.429,3,18,1,88,-7.3,11,9,-0.1,13,2.4,9,14,0.7,1,arkansas-pine-bluff,0,0,,0,13.9,21,0.26,18.8,4,14,0.214,3,12.2,-0.1,-0.051,81
